RunTime,ExecutableName
2024-04-21 14:25:15,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:16,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:14,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:22:02,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:34:44,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:17,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 13:44:31,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 12:44:38,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 12:44:37,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 12:44:35,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 12:44:34,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:22:03,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:34:44,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:17,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 13:44:31,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:21:57,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:34:42,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:25:16,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 13:44:30,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 12:44:22,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:32:21,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:22:10,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:22:03,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:22:04,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:11:13,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 15:06:09,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:50:44,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:44:59,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\MSEDGE.EXE
2024-04-21 14:30:22,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MSIEXEC.EXE
2024-04-21 14:30:14,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MSIEXEC.EXE
2024-04-21 14:30:00,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MSIEXEC.EXE
2024-04-21 14:29:46,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\MSIEXEC.EXE
2024-04-21 14:30:22,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSWOW64\MSIEXEC.EXE
2024-04-21 12:55:14,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGEN.EXE
2024-04-21 12:50:19,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK64\V4.0.30319\NGENTASK.EXE
2024-04-21 12:50:19,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\MICROSOFT.NET\FRAMEWORK\V4.0.30319\NGENTASK.EXE
2024-04-21 12:57:11,\VOLUME{01da93e5ddb71a7f-34ddca5d}\USERS\삼식이\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-04-21 12:56:37,\VOLUME{01da93e5ddb71a7f-34ddca5d}\USERS\삼식이\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\ONEDRIVE.EXE
2024-04-21 12:56:48,\VOLUME{01da93e5ddb71a7f-34ddca5d}\USERS\삼식이\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-04-21 12:56:50,\VOLUME{01da93e5ddb71a7f-34ddca5d}\USERS\삼식이\APPDATA\LOCAL\MICROSOFT\ONEDRIVE\UPDATE\ONEDRIVESETUP.EXE
2024-04-21 12:44:51,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSWOW64\ONEDRIVESETUP.EXE
2024-04-21 12:44:25,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSWOW64\ONEDRIVESETUP.EXE
2024-04-21 12:43:43,Op-SEARCHAPP.EXE-DD93808B
2024-04-21 15:34:04,\VOLUME{01da93e5ddb71a7f-34ddca5d}\USERS\삼식이\TMP\PINBALL\PINBALL.EXE
2024-04-21 14:31:28,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 15:35:37,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 12:58:27,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 12:44:56,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 12:41:04,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 12:34:51,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 12:41:14,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 15:19:36,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 14:31:28,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 15:14:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 14:29:08,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 15:14:35,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 15:23:53,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 14:27:37,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNDLL32.EXE
2024-04-21 12:59:12,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 14:34:31,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:58:57,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:49:16,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:35:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 14:51:34,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:56:06,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 15:22:10,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 13:44:33,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 13:39:51,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:43:48,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:58:31,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 14:33:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:42:34,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:44:52,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:59:16,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:51:24,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 14:34:02,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:43:30,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 13:19:18,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:58:55,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 15:14:39,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 13:10:11,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:45:16,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:59:48,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 13:39:52,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:52:42,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:42:35,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 12:40:35,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 15:35:40,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 14:52:52,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 15:19:54,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\RUNTIMEBROKER.EXE
2024-04-21 14:33:57,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-04-21 12:43:27,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.SEARCH_CW5N1H2TXYEWY\SEARCHAPP.EXE
2024-04-21 15:32:54,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-04-21 15:22:48,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-04-21 15:19:38,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-04-21 15:15:14,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-04-21 15:12:54,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-04-21 15:07:11,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-04-21 14:59:55,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-04-21 14:56:47,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHFILTERHOST.EXE
2024-04-21 15:32:54,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-04-21 15:22:48,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-04-21 15:19:37,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-04-21 15:15:14,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-04-21 15:12:54,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-04-21 15:07:11,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-04-21 14:56:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-04-21 14:27:43,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SEARCHPROTOCOLHOST.EXE
2024-04-21 14:34:31,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SECURITYHEALTHSERVICE.EXE
2024-04-21 12:44:26,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SECURITYHEALTHSERVICE.EXE
2024-04-21 14:34:31,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SECURITYHEALTHSYSTRAY.EXE
2024-04-21 12:44:23,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SECURITYHEALTHSYSTRAY.EXE
2024-04-21 12:44:05,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SETTINGSYNCHOST.EXE
2024-04-21 12:45:06,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:45:08,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:41:29,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:41:19,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:41:18,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:37:47,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:45:07,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:45:08,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:41:30,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:41:18,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:41:20,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 12:37:48,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGE\APPLICATION\124.0.2478.51\INSTALLER\SETUP.EXE
2024-04-21 14:29:32,\VOLUME{0000000000000000-64619155}\SETUP.EXE
2024-04-21 12:37:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\INSTALL\{12725C68-1F03-4826-918E-FE82A615FD46}\EDGEMITMP_EAEB0.TMP\SETUP.EXE
2024-04-21 12:36:19,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\INSTALL\{12725C68-1F03-4826-918E-FE82A615FD46}\EDGEMITMP_EAEB0.TMP\SETUP.EXE
2024-04-21 12:37:46,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\INSTALL\{12725C68-1F03-4826-918E-FE82A615FD46}\EDGEMITMP_EAEB0.TMP\SETUP.EXE
2024-04-21 12:36:19,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\INSTALL\{12725C68-1F03-4826-918E-FE82A615FD46}\EDGEMITMP_EAEB0.TMP\SETUP.EXE
2024-04-21 13:38:02,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\INSTALL\{3F173D05-A7A7-4240-B080-832ACF6AA517}\EDGEMITMP_D9FBF.TMP\SETUP.EXE
2024-04-21 14:29:36,\VOLUME{0000000000000000-64619155}\SETUP64.EXE
2024-04-21 14:29:33,\VOLUME{0000000000000000-64619155}\SETUP64.EXE
2024-04-21 14:35:05,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SGRMBROKER.EXE
2024-04-21 12:36:53,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SGRMBROKER.EXE
2024-04-21 15:14:52,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEMAPPS\SHELLEXPERIENCEHOST_CW5N1H2TXYEWY\SHELLEXPERIENCEHOST.EXE
2024-04-21 12:44:00,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEMAPPS\SHELLEXPERIENCEHOST_CW5N1H2TXYEWY\SHELLEXPERIENCEHOST.EXE
2024-04-21 12:40:43,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SIHOST.EXE
2024-04-21 14:34:27,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.SKYPEAPP_14.53.77.0_X64__KZF8QXF38ZG5C\SKYPEAPP.EXE
2024-04-21 14:34:27,\VOLUME{01da93e5ddb71a7f-34ddca5d}\PROGRAM FILES\WINDOWSAPPS\MICROSOFT.SKYPEAPP_14.53.77.0_X64__KZF8QXF38ZG5C\SKYPEBACKGROUNDHOST.EXE
2024-04-21 14:48:08,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SLUI.EXE
2024-04-21 14:48:03,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SLUI.EXE
2024-04-21 14:34:47,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SLUI.EXE
2024-04-21 14:34:09,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SLUI.EXE
2024-04-21 14:34:09,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SLUI.EXE
2024-04-21 12:49:25,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SLUI.EXE
2024-04-21 12:49:26,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SLUI.EXE
2024-04-21 12:44:43,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SLUI.EXE
2024-04-21 15:19:54,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMARTSCREEN.EXE
2024-04-21 14:50:42,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMARTSCREEN.EXE
2024-04-21 14:44:33,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMARTSCREEN.EXE
2024-04-21 14:34:30,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMARTSCREEN.EXE
2024-04-21 14:25:15,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMARTSCREEN.EXE
2024-04-21 14:17:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMARTSCREEN.EXE
2024-04-21 13:44:29,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMARTSCREEN.EXE
2024-04-21 12:59:52,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMARTSCREEN.EXE
2024-04-21 12:40:39,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SMSS.EXE
2024-04-21 14:48:02,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPEXTCOMOBJ.EXE
2024-04-21 14:34:07,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPEXTCOMOBJ.EXE
2024-04-21 12:49:25,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPEXTCOMOBJ.EXE
2024-04-21 12:37:05,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPEXTCOMOBJ.EXE
2024-04-21 15:35:59,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPSVC.EXE
2024-04-21 15:13:31,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPSVC.EXE
2024-04-21 15:07:18,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPSVC.EXE
2024-04-21 14:58:48,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPSVC.EXE
2024-04-21 14:52:10,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPSVC.EXE
2024-04-21 14:47:59,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPSVC.EXE
2024-04-21 14:38:59,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPSVC.EXE
2024-04-21 14:33:45,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SPPSVC.EXE
2024-04-21 14:33:44,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.STARTMENUEXPERIENCEHOST_CW5N1H2TXYEWY\STARTMENUEXPERIENCEHOST.EXE
2024-04-21 12:42:30,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEMAPPS\MICROSOFT.WINDOWS.STARTMENUEXPERIENCEHOST_CW5N1H2TXYEWY\STARTMENUEXPERIENCEHOST.EXE
2024-04-21 14:35:06,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SVCHOST.EXE
2024-04-21 12:37:51,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SVCHOST.EXE
2024-04-21 14:59:02,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SVCHOST.EXE
2024-04-21 14:35:05,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SVCHOST.EXE
2024-04-21 14:35:04,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SVCHOST.EXE
2024-04-21 13:36:48,\VOLUME{01da93e5ddb71a7f-34ddca5d}\WINDOWS\SYSTEM32\SVCHOST.EXE
